     NoName                         50     5000.    4.44   0.   0.
   -0.34000E+01     4425.  -0.748137E+00   0.333926E+01   0.200000E+06
   -0.33000E+01     4448.  -0.694989E+00   0.339278E+01   0.200000E+06
   -0.32000E+01     4470.  -0.641784E+00   0.344650E+01   0.200000E+06
   -0.31000E+01     4491.  -0.588895E+00   0.350020E+01   0.200000E+06
   -0.30000E+01     4513.  -0.535613E+00   0.355413E+01   0.200000E+06
   -0.29000E+01     4536.  -0.482087E+00   0.360815E+01   0.200000E+06
   -0.28000E+01     4558.  -0.429016E+00   0.366206E+01   0.200000E+06
   -0.27000E+01     4581.  -0.375661E+00   0.371619E+01   0.200000E+06
   -0.26000E+01     4603.  -0.322340E+00   0.377048E+01   0.200000E+06
   -0.25000E+01     4626.  -0.268961E+00   0.382476E+01   0.200000E+06
   -0.24000E+01     4649.  -0.215455E+00   0.387920E+01   0.200000E+06
   -0.23000E+01     4672.  -0.161904E+00   0.393360E+01   0.200000E+06
   -0.22000E+01     4696.  -0.108106E+00   0.398824E+01   0.200000E+06
   -0.21000E+01     4721.  -0.541169E-01   0.404293E+01   0.200000E+06
   -0.20000E+01     4747.   0.580368E-04   0.409764E+01   0.200000E+06
   -0.19000E+01     4773.   0.544939E-01   0.415239E+01   0.200000E+06
   -0.18000E+01     4802.   0.109471E+00   0.420739E+01   0.200000E+06
   -0.17000E+01     4832.   0.164978E+00   0.426247E+01   0.200000E+06
   -0.16000E+01     4865.   0.221084E+00   0.431763E+01   0.200000E+06
   -0.15000E+01     4902.   0.278267E+00   0.437286E+01   0.200000E+06
   -0.14000E+01     4939.   0.335500E+00   0.442829E+01   0.200000E+06
   -0.13000E+01     4984.   0.394900E+00   0.448386E+01   0.200000E+06
   -0.12000E+01     5032.   0.454987E+00   0.453941E+01   0.200000E+06
   -0.11000E+01     5085.   0.516617E+00   0.459535E+01   0.200000E+06
   -0.10000E+01     5147.   0.582002E+00   0.465137E+01   0.200000E+06
   -0.90000E+00     5216.   0.649892E+00   0.470713E+01   0.200000E+06
   -0.80000E+00     5295.   0.723703E+00   0.476262E+01   0.200000E+06
   -0.70000E+00     5385.   0.804730E+00   0.481738E+01   0.200000E+06
   -0.60000E+00     5488.   0.896947E+00   0.487073E+01   0.200000E+06
   -0.50000E+00     5604.   0.100259E+01   0.492154E+01   0.200000E+06
   -0.40000E+00     5736.   0.112569E+01   0.496912E+01   0.200000E+06
   -0.30000E+00     5887.   0.126763E+01   0.501239E+01   0.200000E+06
   -0.20000E+00     6060.   0.143100E+01   0.505097E+01   0.200000E+06
   -0.10000E+00     6255.   0.161289E+01   0.508436E+01   0.200000E+06
   -0.44703E-07     6477.   0.181331E+01   0.511265E+01   0.200000E+06
    0.10000E+00     6729.   0.202880E+01   0.513623E+01   0.200000E+06
    0.20000E+00     7023.   0.226830E+01   0.515548E+01   0.200000E+06
    0.30000E+00     7370.   0.252858E+01   0.517072E+01   0.200000E+06
    0.40000E+00     7709.   0.275618E+01   0.518267E+01   0.200000E+06
    0.50000E+00     7996.   0.294011E+01   0.519268E+01   0.200000E+06
    0.60000E+00     8243.   0.308899E+01   0.520178E+01   0.200000E+06
    0.70000E+00     8452.   0.320996E+01   0.521051E+01   0.200000E+06
    0.80000E+00     8637.   0.331232E+01   0.521922E+01   0.200000E+06
    0.90000E+00     8802.   0.340021E+01   0.522814E+01   0.200000E+06
    0.10000E+01     8952.   0.347919E+01   0.523744E+01   0.200000E+06
    0.11000E+01     9095.   0.355267E+01   0.524726E+01   0.200000E+06
    0.12000E+01     9233.   0.362181E+01   0.525768E+01   0.200000E+06
    0.13000E+01     9367.   0.368768E+01   0.526879E+01   0.200000E+06
    0.14000E+01     9498.   0.375102E+01   0.528062E+01   0.200000E+06
    0.15000E+01     9627.   0.381247E+01   0.529327E+01   0.200000E+06
